Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Recetado;Total
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;No recetado;0,00
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;72,59
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;27,41
Hombres;Total;;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;;Medicinas para el dolor;Recetado;73,76
Hombres;Total;;Medicinas para el dolor;No recetado;26,24
Hombres;Total;;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;;Medicinas para bajar la fiebre;Recetado;84,67
Hombres;Total;;Medicinas para bajar la fiebre;No recetado;15,33
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;51,58
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;48,42
Hombres;Total;;Laxantes;TOTAL;100,00
Hombres;Total;;Laxantes;Recetado;89,01
Hombres;Total;;Laxantes;No recetado;10,99
Hombres;Total;;Antibióticos;TOTAL;100,00
Hombres;Total;;Antibióticos;Recetado;97,48
Hombres;Total;;Antibióticos;No recetado;2,52
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;Recetado;95,93
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;No recetado;4,07
Hombres;Total;;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;;Medicamentos para la alergia;Recetado;97,85
Hombres;Total;;Medicamentos para la alergia;No recetado;2,15
Hombres;Total;;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;;Medicinas para el reuma;Recetado;100,00
Hombres;Total;;Medicinas para el reuma;No recetado;0,00
Hombres;Total;;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;;Medicinas para el corazón;Recetado;100,00
Hombres;Total;;Medicinas para el corazón;No recetado;0,00
Hombres;Total;;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;;Medicinas para la tensión arterial;Recetado;99,96
Hombres;Total;;Medicinas para la tensión arterial;No recetado;0,04
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;Recetado;95,76
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;No recetado;4,24
Hombres;Total;;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;;Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;;Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;;Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;;Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;;Hormonas para la menopausia;Recetado;0,00
Hombres;Total;;Hormonas para la menopausia;No recetado;0,00
Hombres;Total;;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;;Medicamentos para el colesterol;Recetado;99,59
Hombres;Total;;Medicamentos para el colesterol;No recetado;0,41
Hombres;Total;;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;;Medicamentos para la diabetes;Recetado;99,87
Hombres;Total;;Medicamentos para la diabetes;No recetado;0,13
Hombres;Total;;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;;Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;;Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;;Otros medicamentos;TOTAL;100,00
Hombres;Total;;Otros medicamentos;Recetado;94,84
Hombres;Total;;Otros medicamentos;No recetado;5,16
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;72,53
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;27,47
Hombres;Total;Andalucía;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el dolor;Recetado;77,26
Hombres;Total;Andalucía;Medicinas para el dolor;No recetado;22,74
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;Recetado;94,41
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;No recetado;5,59
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;63,53
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;36,47
Hombres;Total;Andalucía;Laxantes;TOTAL;100,00
Hombres;Total;Andalucía;Laxantes;Recetado;79,75
Hombres;Total;Andalucía;Laxantes;No recetado;20,25
Hombres;Total;Andalucía;Antibióticos;TOTAL;100,00
Hombres;Total;Andalucía;Antibióticos;Recetado;100,00
Hombres;Total;Andalucía;Antibióticos;No recetado;0,00
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Hombres;Total;Andalucía;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Andalucía;Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Andalucía;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el reuma;Recetado;100,00
Hombres;Total;Andalucía;Medicinas para el reuma;No recetado;0,00
Hombres;Total;Andalucía;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el corazón;Recetado;100,00
Hombres;Total;Andalucía;Medicinas para el corazón;No recetado;0,00
Hombres;Total;Andalucía;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Andalucía;Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;Recetado;94,30
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;No recetado;5,70
Hombres;Total;Andalucía;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Andalucía;Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Andalucía;Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Andalucía;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Andalucía;Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Andalucía;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Andalucía;Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Andalucía;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Andalucía;Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Andalucía;Otros medicamentos;TOTAL;100,00
Hombres;Total;Andalucía;Otros medicamentos;Recetado;94,50
Hombres;Total;Andalucía;Otros medicamentos;No recetado;5,50
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;75,91
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;24,09
Hombres;Total;Aragón;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el dolor;Recetado;79,92
Hombres;Total;Aragón;Medicinas para el dolor;No recetado;20,08
Hombres;Total;Aragón;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para bajar la fiebre;Recetado;72,29
Hombres;Total;Aragón;Medicinas para bajar la fiebre;No recetado;27,71
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;63,00
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;37,00
Hombres;Total;Aragón;Laxantes;TOTAL;100,00
Hombres;Total;Aragón;Laxantes;Recetado;100,00
Hombres;Total;Aragón;Laxantes;No recetado;0,00
Hombres;Total;Aragón;Antibióticos;TOTAL;100,00
Hombres;Total;Aragón;Antibióticos;Recetado;100,00
Hombres;Total;Aragón;Antibióticos;No recetado;0,00
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Hombres;Total;Aragón;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Aragón;Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Aragón;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el reuma;Recetado;100,00
Hombres;Total;Aragón;Medicinas para el reuma;No recetado;0,00
Hombres;Total;Aragón;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el corazón;Recetado;100,00
Hombres;Total;Aragón;Medicinas para el corazón;No recetado;0,00
Hombres;Total;Aragón;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Aragón;Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;Recetado;96,25
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;No recetado;3,75
Hombres;Total;Aragón;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Aragón;Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Aragón;Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Aragón;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Aragón;Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Aragón;Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Aragón;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para el colesterol;Recetado;96,51
Hombres;Total;Aragón;Medicamentos para el colesterol;No recetado;3,49
Hombres;Total;Aragón;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Aragón;Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Aragón;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Aragón;Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Aragón;Otros medicamentos;TOTAL;100,00
Hombres;Total;Aragón;Otros medicamentos;Recetado;60,96
Hombres;Total;Aragón;Otros medicamentos;No recetado;39,04
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;94,33
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;5,67
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;Recetado;96,30
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;No recetado;3,70
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;No recetado;0,00
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;53,56
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;46,44
Hombres;Total;Asturias (Principado de);Laxantes;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Laxantes;Recetado;100,00
Hombres;Total;Asturias (Principado de);Laxantes;No recetado;0,00
Hombres;Total;Asturias (Principado de);Antibióticos;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Antibióticos;Recetado;73,75
Hombres;Total;Asturias (Principado de);Antibióticos;No recetado;26,25
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Hombres;Total;Asturias (Principado de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Asturias (Principado de);Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Asturias (Principado de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Asturias (Principado de);Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Asturias (Principado de);Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Asturias (Principado de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Asturias (Principado de);Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Asturias (Principado de);Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Asturias (Principado de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Asturias (Principado de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Otros medicamentos;Recetado;100,00
Hombres;Total;Asturias (Principado de);Otros medicamentos;No recetado;0,00
Hombres;Total;Balears (Illes);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Balears (Illes);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;72,78
Hombres;Total;Balears (Illes);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;27,22
Hombres;Total;Balears (Illes);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Balears (Illes);Medicinas para el dolor;Recetado;57,79
Hombres;Total;Balears (Illes);Medicinas para el dolor;No recetado;42,21
Hombres;Total;Balears (Illes);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Balears (Illes);Medicinas para bajar la fiebre;Recetado;77,09
Hombres;Total;Balears (Illes);Medicinas para bajar la fiebre;No recetado;22,91
Hombres;Total;Balears (Illes);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Balears (Illes);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;25,09
Hombres;Total;Balears (Illes);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;74,91
Hombres;Total;Balears (Illes);Laxantes;TOTAL;100,00
Hombres;Total;Balears (Illes);Laxantes;Recetado;0,00
Hombres;Total;Balears (Illes);Laxantes;No recetado;100,00
Hombres;Total;Balears (Illes);Antibióticos;TOTAL;100,00
Hombres;Total;Balears (Illes);Antibióticos;Recetado;100,00
Hombres;Total;Balears (Illes);Antibióticos;No recetado;0,00
Hombres;Total;Balears (Illes);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
