Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la diabetes;No;94,40
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;Sí;2,95
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;No;97,05
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;Sí;6,77
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;No;93,23
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;1,50
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;No;98,50
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;Sí;13,57
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;No;86,43
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;Sí;0,27
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;No;99,73
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;1,65
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);No;98,35
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;Sí;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;No;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;Sí;0,66
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;No;99,34
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;Sí;2,12
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;No;97,88
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;Sí;1,97
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;No;98,03
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;Sí;1,74
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;No;98,26
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;Sí;3,36
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;No;96,64
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;Sí;14,26
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;No;85,74
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;Sí;1,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;No;99,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;Sí;0,47
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;No;99,53
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;Sí;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;No;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;Sí;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;No;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;Sí;6,78
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;No;93,22
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;Sí;4,65
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;No;95,35
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;Sí;2,63
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el tiroides;No;97,37
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;Sí;8,16
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Otros medicamentos;No;91,84
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;Sí;6,97
Hombres;Total;;Medicinas para el catarro, gripe, garganta, bronquios;No;93,03
Hombres;Total;;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;;Medicinas para el dolor;Sí;22,83
Hombres;Total;;Medicinas para el dolor;No;77,17
Hombres;Total;;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;;Medicinas para bajar la fiebre;Sí;1,67
Hombres;Total;;Medicinas para bajar la fiebre;No;98,33
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);Sí;3,47
Hombres;Total;;Reconstituyentes (vitaminas, minerales, tónicos);No;96,53
Hombres;Total;;Laxantes;TOTAL;100,00
Hombres;Total;;Laxantes;Sí;0,92
Hombres;Total;;Laxantes;No;99,08
Hombres;Total;;Antibióticos;TOTAL;100,00
Hombres;Total;;Antibióticos;Sí;2,78
Hombres;Total;;Antibióticos;No;97,22
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;Sí;7,35
Hombres;Total;;Tranquilizantes, relajantes, pastillas para dormir;No;92,65
Hombres;Total;;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;;Medicamentos para la alergia;Sí;2,78
Hombres;Total;;Medicamentos para la alergia;No;97,22
Hombres;Total;;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;;Medicinas para el reuma;Sí;0,89
Hombres;Total;;Medicinas para el reuma;No;99,11
Hombres;Total;;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;;Medicinas para el corazón;Sí;6,17
Hombres;Total;;Medicinas para el corazón;No;93,83
Hombres;Total;;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;;Medicinas para la tensión arterial;Sí;18,33
Hombres;Total;;Medicinas para la tensión arterial;No;81,67
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;Sí;8,78
Hombres;Total;;Medicinas para el estómago y/o alteraciones digestivas;No;91,22
Hombres;Total;;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;;Antidepresivos, estimulantes;Sí;2,60
Hombres;Total;;Antidepresivos, estimulantes;No;97,40
Hombres;Total;;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;;Hormonas para la menopausia;Sí;0,00
Hombres;Total;;Hormonas para la menopausia;No;0,00
Hombres;Total;;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;;Medicamentos para el colesterol;Sí;12,56
Hombres;Total;;Medicamentos para el colesterol;No;87,44
Hombres;Total;;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;;Medicamentos para la diabetes;Sí;7,68
Hombres;Total;;Medicamentos para la diabetes;No;92,32
Hombres;Total;;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;;Medicamentos para el tiroides;Sí;1,31
Hombres;Total;;Medicamentos para el tiroides;No;98,69
Hombres;Total;;Otros medicamentos;TOTAL;100,00
Hombres;Total;;Otros medicamentos;Sí;14,07
Hombres;Total;;Otros medicamentos;No;85,93
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;Sí;5,40
Hombres;Total;Andalucía;Medicinas para el catarro, gripe, garganta, bronquios;No;94,60
Hombres;Total;Andalucía;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el dolor;Sí;19,57
Hombres;Total;Andalucía;Medicinas para el dolor;No;80,43
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;Sí;1,14
Hombres;Total;Andalucía;Medicinas para bajar la fiebre;No;98,86
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);Sí;1,79
Hombres;Total;Andalucía;Reconstituyentes (vitaminas, minerales, tónicos);No;98,21
Hombres;Total;Andalucía;Laxantes;TOTAL;100,00
Hombres;Total;Andalucía;Laxantes;Sí;0,51
Hombres;Total;Andalucía;Laxantes;No;99,49
Hombres;Total;Andalucía;Antibióticos;TOTAL;100,00
Hombres;Total;Andalucía;Antibióticos;Sí;1,85
Hombres;Total;Andalucía;Antibióticos;No;98,15
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;Sí;6,24
Hombres;Total;Andalucía;Tranquilizantes, relajantes, pastillas para dormir;No;93,76
Hombres;Total;Andalucía;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para la alergia;Sí;2,66
Hombres;Total;Andalucía;Medicamentos para la alergia;No;97,34
Hombres;Total;Andalucía;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el reuma;Sí;0,71
Hombres;Total;Andalucía;Medicinas para el reuma;No;99,29
Hombres;Total;Andalucía;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el corazón;Sí;5,57
Hombres;Total;Andalucía;Medicinas para el corazón;No;94,43
Hombres;Total;Andalucía;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para la tensión arterial;Sí;18,57
Hombres;Total;Andalucía;Medicinas para la tensión arterial;No;81,43
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;Sí;7,72
Hombres;Total;Andalucía;Medicinas para el estómago y/o alteraciones digestivas;No;92,28
Hombres;Total;Andalucía;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Andalucía;Antidepresivos, estimulantes;Sí;1,60
Hombres;Total;Andalucía;Antidepresivos, estimulantes;No;98,40
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Andalucía;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Andalucía;Hormonas para la menopausia;No;0,00
Hombres;Total;Andalucía;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para el colesterol;Sí;11,18
Hombres;Total;Andalucía;Medicamentos para el colesterol;No;88,82
Hombres;Total;Andalucía;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para la diabetes;Sí;7,91
Hombres;Total;Andalucía;Medicamentos para la diabetes;No;92,09
Hombres;Total;Andalucía;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Andalucía;Medicamentos para el tiroides;Sí;1,11
Hombres;Total;Andalucía;Medicamentos para el tiroides;No;98,89
Hombres;Total;Andalucía;Otros medicamentos;TOTAL;100,00
Hombres;Total;Andalucía;Otros medicamentos;Sí;12,70
Hombres;Total;Andalucía;Otros medicamentos;No;87,30
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,58
Hombres;Total;Aragón;Medicinas para el catarro, gripe, garganta, bronquios;No;91,42
Hombres;Total;Aragón;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el dolor;Sí;18,28
Hombres;Total;Aragón;Medicinas para el dolor;No;81,72
Hombres;Total;Aragón;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para bajar la fiebre;Sí;2,36
Hombres;Total;Aragón;Medicinas para bajar la fiebre;No;97,64
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,58
Hombres;Total;Aragón;Reconstituyentes (vitaminas, minerales, tónicos);No;97,42
Hombres;Total;Aragón;Laxantes;TOTAL;100,00
Hombres;Total;Aragón;Laxantes;Sí;0,72
Hombres;Total;Aragón;Laxantes;No;99,28
Hombres;Total;Aragón;Antibióticos;TOTAL;100,00
Hombres;Total;Aragón;Antibióticos;Sí;2,54
Hombres;Total;Aragón;Antibióticos;No;97,46
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;Sí;7,13
Hombres;Total;Aragón;Tranquilizantes, relajantes, pastillas para dormir;No;92,87
Hombres;Total;Aragón;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para la alergia;Sí;2,14
Hombres;Total;Aragón;Medicamentos para la alergia;No;97,86
Hombres;Total;Aragón;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el reuma;Sí;3,19
Hombres;Total;Aragón;Medicinas para el reuma;No;96,81
Hombres;Total;Aragón;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el corazón;Sí;5,67
Hombres;Total;Aragón;Medicinas para el corazón;No;94,33
Hombres;Total;Aragón;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para la tensión arterial;Sí;20,34
Hombres;Total;Aragón;Medicinas para la tensión arterial;No;79,66
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;Sí;7,45
Hombres;Total;Aragón;Medicinas para el estómago y/o alteraciones digestivas;No;92,55
Hombres;Total;Aragón;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Aragón;Antidepresivos, estimulantes;Sí;2,23
Hombres;Total;Aragón;Antidepresivos, estimulantes;No;97,77
Hombres;Total;Aragón;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Aragón;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Aragón;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Aragón;Hormonas para la menopausia;No;0,00
Hombres;Total;Aragón;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para el colesterol;Sí;17,66
Hombres;Total;Aragón;Medicamentos para el colesterol;No;82,34
Hombres;Total;Aragón;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para la diabetes;Sí;6,08
Hombres;Total;Aragón;Medicamentos para la diabetes;No;93,92
Hombres;Total;Aragón;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Aragón;Medicamentos para el tiroides;Sí;1,72
Hombres;Total;Aragón;Medicamentos para el tiroides;No;98,28
Hombres;Total;Aragón;Otros medicamentos;TOTAL;100,00
Hombres;Total;Aragón;Otros medicamentos;Sí;22,30
Hombres;Total;Aragón;Otros medicamentos;No;77,70
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;5,87
Hombres;Total;Asturias (Principado de);Medicinas para el catarro, gripe, garganta, bronquios;No;94,13
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;Sí;14,32
Hombres;Total;Asturias (Principado de);Medicinas para el dolor;No;85,68
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;Sí;1,58
Hombres;Total;Asturias (Principado de);Medicinas para bajar la fiebre;No;98,42
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,31
Hombres;Total;Asturias (Principado de);Reconstituyentes (vitaminas, minerales, tónicos);No;97,69
Hombres;Total;Asturias (Principado de);Laxantes;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Laxantes;Sí;0,33
Hombres;Total;Asturias (Principado de);Laxantes;No;99,67
Hombres;Total;Asturias (Principado de);Antibióticos;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Antibióticos;Sí;0,88
Hombres;Total;Asturias (Principado de);Antibióticos;No;99,12
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;Sí;6,13
Hombres;Total;Asturias (Principado de);Tranquilizantes, relajantes, pastillas para dormir;No;93,87
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;Sí;0,74
Hombres;Total;Asturias (Principado de);Medicamentos para la alergia;No;99,26
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;Sí;1,44
Hombres;Total;Asturias (Principado de);Medicinas para el reuma;No;98,56
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;Sí;9,08
Hombres;Total;Asturias (Principado de);Medicinas para el corazón;No;90,92
Hombres;Total;Asturias (Principado de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Asturias (Principado de);Medicinas para la tensión arterial;Sí;18,00
